binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,uniform corr 1,multicollinearity 3,duplicate_2,multicollinearity 1,random choice 2,multicollinearity 2,pd qcut1,correlated w target 2,outliers 2,uniform corr 2,outliers 1,target,correlated w target 1,multicollinearity 4,pd qcut3,random choice 7,informative_1,corr_feature_class,random label num 12,class,scaling_combined,random choice 4_North,random choice 4_South,random choice 4_West,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random label num 3_label num lo 2,random label num 3_label num lo 3
0,0.008,0.002,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.002366608748497773,-0.46036645828417655,0.6640066001907508,2.1271897865546565,0,1.2227794375339658,0,1.6454722504333557,0.10288012254763457,0.3829571215841351,-0.2655840374558947,1.4902846231827178,2.129784664572223,-0.8580956103482471,0.188,0.146,0.5210909070320509,-7.065388507290498,0.075,1.0,45133.82849980713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.029,0.001,0.001,0.001,0.001,0.001,0.386,0.006,0.001,0.28395828628122527,0.42773689822594857,1.0453063757400651,-3.257122012237343,0,-0.10496747034368133,1,0.44514738426277134,4.024686940332898,0.9612429849749677,0.9781354438741144,2.077177886048961,-0.5531444080025556,-0.33562625818119735,0.188,0.205,1.298410809303382,5.5979338351653904,0.09,1.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.008,0.005,0.001,0.001,0.501,0.001,0.386,0.568,0.001,0.002366608748497773,-0.06093869704026654,-0.21730425574735168,-1.2007111265971326,0,-1.4216498024797581,0,-1.523944656307212,2.5753973193468576,0.8299897344179857,-1.1725283752035076,-0.04039569818845051,1.3186221757026533,-0.30639058168559435,0.187,0.115,-0.6860766332166293,1.258658077128735,0.093,0.0,55191.43641531005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.012,0.001,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.002366608748497773,-2.6379573389292603,2.7119608896597107,0.5546465775867088,0,0.21865742833397545,0,2.471907355969504,5.371650482503709,0.7433459267054912,0.5776552362859427,5.165736554096395,2.075225082236337,-2.9796564104369945,0.241,0.13,2.9251395877620867,3.443485611783844,0.083,1.0,66498.61268055468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.001,0.007,0.001,0.201,0.501,0.001,0.386,0.568,0.001,0.9056940837031024,-0.5946308726901711,1.646367141258015,0.5834338542518723,1,0.7983949003129047,1,7.376124598272888,5.923319228279119,0.6054780564678185,-2.100995634499969,3.1919319238247565,-2.258342881086949,0.37564495571841894,0.241,0.146,1.882030027039841,4.5771549399051645,0.09,1.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,0.005,0.002,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.2875711296132377,-0.6800361229500688,1.0474848470309324,-0.6115365024925287,1,0.11425508306832806,1,0.43671007065027023,4.630489949188009,0.9150565031069061,2.3147595867170243,2.16415341226954,2.3890528238225066,-1.0739317388983745,0.188,0.13,1.0198391116840506,2.330290597242192,0.074,1.0,50599.01036748133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.003,0.005,0.001,0.001,0.001,0.164,0.386,0.568,0.161,0.41531961511148763,-3.3226945191768524,-0.8983006964065531,-0.412779854427239,0,-1.748080157271489,0,0.823850174562615,0.770926415439547,0.06281103331524757,-0.10391157866012728,-1.5917313144198164,-3.9888737397844025,0.7902783185284138,0.19,0.13,-0.3714869425311782,-7.065388507290498,0.088,0.0,62438.925830244545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.005,0.002,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.002366608748497773,0.758858016382122,1.5115778404585067,-0.007785994480930197,0,0.5643999621612299,1,4.936956713870153,3.7017432648012942,0.8483925238661985,0.8276142030992915,4.171443967670781,1.9417100570336507,0.5280605113860731,0.241,0.128,-2.409975872086312,3.1166802631571198,0.083,1.0,57268.99386941522,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.002,0.011,0.002,0.201,0.501,0.001,0.386,0.009,0.001,0.19266431681217544,-0.021095561921680116,0.4724066441252236,0.20438194682127447,1,0.02246801775880487,1,0.7287467157277729,0.05119996597028642,0.2970223619145862,-0.47814134125574725,1.0711718257205494,-2.920809935752026,0.42448558424348476,0.188,0.146,0.5508509886724762,-7.065388507290498,0.085,0.0,40351.11342446435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.008,0.003,0.001,0.001,0.501,0.001,0.386,0.568,0.001,0.7882843351928811,0.7377883583531195,1.8961937668539977,1.4601111033882948,1,-3.168437408866133,1,7.523644922578786,5.200313603088441,0.9501471927177274,-1.7263271858933642,4.663571335859559,-3.8064883520735697,1.106414229037862,0.241,0.13,-1.287894198500732,5.508746267116624,0.075,1.0,59203.25777108459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0.005,0.001,0.052,0.001,0.001,0.001,0.386,0.009,0.001,0.002366608748497773,0.21494418344965535,-0.41349414144382024,-1.7323935914638644,1,-2.2081033769769576,0,-1.1190245235446914,2.495169634227404,0.27806364927827404,-0.20761355452443764,-0.05917940201608718,-0.6943488112636087,1.0672765486888667,0.187,0.13,-2.044462049230024,0.14282641372659977,0.07,1.0,40983.23211701389,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.009,0.118,0.001,0.001,0.501,0.001,0.001,0.005,0.001,0.002366608748497773,0.8665854445589362,-1.3398820467032777,-0.7856284982730928,0,-0.6959307868998775,0,-0.829382570042522,2.6303969318583698,0.38710762873185356,-0.050983247728512836,-2.385582206089156,-1.856980331487871,0.8575614930604393,0.19,0.146,-0.8852896287436569,-7.065388507290498,0.075,0.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.011,0.004,0.001,0.001,0.501,0.001,0.386,0.007,0.001,0.0947136694438952,-1.475486610690758,0.9747731471654596,-3.257122012237343,0,-1.9084266481254069,1,2.32368592003105,0.8362937971401281,0.9349881941224667,1.3044553417288538,2.0071546527859363,4.359487404865633,-1.3084065509723966,0.188,0.146,1.0241831340573713,-7.065388507290498,0.093,1.0,58443.964955791416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.001,0.004,0.001,0.001,0.001,0.001,0.386,0.01,0.001,0.5333298661512004,1.9714035630139208,-0.5603828863589755,-3.257122012237343,0,0.5650733504208029,0,-2.868126808714111,3.4234127655619226,0.787312231480263,0.5404458018768923,-1.796914443713002,-2.3830090232530923,2.0034839216838853,0.19,0.128,2.772118783740503,-7.065388507290498,0.093,0.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.007,0.004,0.001,0.001,0.501,0.001,0.001,0.005,0.001,0.002366608748497773,-0.6052118876978982,2.9689279268649393,-1.2754216807129073,0,-0.43884162394591686,1,5.806969518501375,4.47653695969971,0.8650740331838008,0.25937071807326584,5.725060088355324,-2.5330606134634746,-0.7709254818303037,0.241,0.146,2.894620275821785,6.219909965687205,0.085,1.0,58307.62023881834,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,0.01,0.003,0.001,0.001,0.001,0.164,0.386,0.568,0.161,0.021341264043535233,0.48621441341289234,-2.6249741737657706,-0.582078643940028,0,-0.3938508569875561,0,-0.4378808376152845,2.7682564244923267,0.0566979916244331,1.2642951227839725,-4.94606867736609,-2.4621763412207236,-2.9796564104369945,0.098,0.13,-1.5337204517022132,-7.065388507290498,0.085,0.0,61023.59703836131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.015,0.004,0.001,0.001,0.001,0.001,0.001,0.002,0.161,0.2704657491034053,-0.01985483399948563,-0.06760796056650875,1.2912949146540513,1,1.5049297227511078,0,2.4577764626135696,2.006304335456557,0.7466957326536302,-6.2473078803754785,0.07126907475273472,-4.452578215134929,0.41090344940618373,0.187,0.205,0.02098191690910778,3.1179192836417373,0.09,1.0,53818.67700826651,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.001,0.001,0.052,0.201,0.001,0.001,0.001,0.006,0.001,0.19766969372910287,0.24312449186199978,-1.2217076521647443,0.8342299992547191,1,0.24167875451957366,0,-1.802045709674448,1.8572168386572572,0.024494630193086144,-0.3485797988635101,-2.939031799307607,-6.063682374521573,0.7536865783654207,0.096,0.146,1.8443231378056928,-7.065388507290498,0.084,0.0,57932.0781624753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.008,0.006,0.001,0.201,0.001,0.164,0.386,0.568,0.161,0.3616721607758766,-0.15982457968874922,0.961774366183153,-0.506471702648034,1,0.4114380581679285,0,-10.089042710921827,1.9050528300969554,0.49926174644698357,-0.4126672592015887,1.9721758144260035,2.8854767841210873,0.4153644030820743,0.188,0.128,1.0483525417087796,-7.065388507290498,0.083,1.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.002,0.001,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.6448999923381422,1.7946374766083222,-0.8989091039422038,0.9346654898579853,1,0.28994358674543774,0,-0.5745409620677338,0.9588102549550128,0.3262061834216233,2.861709779036686,-2.4120682514447593,-3.8040129736588018,0.9435469399997881,0.19,0.146,2.4004610305674445,-7.065388507290498,0.093,0.0,40268.0489490994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.007,0.001,0.001,0.001,0.501,0.001,0.386,0.004,0.001,0.002366608748497773,0.5465622752552969,-0.9198365268034259,-1.9311943390201698,1,-3.168437408866133,0,0.7400061948385732,0.46621869814814865,0.20433097880158796,-1.0550358803569948,-1.479837561849778,-5.051891893520738,0.7787720567378233,0.19,0.13,-0.9062701513138482,1.3869867504388202,0.083,0.0,43724.30312956939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.015,0.003,0.001,0.001,0.501,0.001,0.386,0.568,0.002,0.002366608748497773,-0.38008081179363346,-0.812080630970504,-3.257122012237343,1,-1.4038978084037914,0,-1.4480158878447709,4.802933214967062,0.11936624930866852,1.60318920430277,-1.719440301667864,1.371847750175627,-0.6654172700424676,0.241,0.115,0.6856439278887565,2.3013516988734164,0.07,0.0,14524.28221070246,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.007,0.004,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.35555192264328817,-3.3226945191768524,0.08777843129015706,-3.257122012237343,0,1.701994322139733,1,2.0929223101988526,2.3676898434673292,0.6347019777823456,-6.2473078803754785,0.42281822091030685,0.6934530028292806,1.348745046638195,0.187,0.205,-0.042585889530903476,4.145065531612849,0.09,1.0,57368.83919051786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.006,0.006,0.001,0.001,0.501,0.001,0.001,0.008,0.001,0.9543871334220546,0.3438675961777139,2.995192146813761,-3.257122012237343,0,-0.7481686016146994,0,7.228753098979798,4.798891896512266,0.8775847643928232,0.03130657387333768,7.08299431672875,3.8913340918076167,1.1436238860020316,0.241,0.128,-1.5108282778358584,1.0193067319702034,0.093,1.0,40543.88210160451,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0.003,0.002,0.001,0.001,0.501,0.001,0.001,0.007,0.001,0.5927361805523291,1.3599520381244894,-0.2932547227154315,-3.257122012237343,0,-2.2010232897269764,0,-10.089042710921827,0.776436636065335,0.5856269316151856,0.8210347042399802,-0.13991053620578175,-1.8550745759088954,1.6996843129034278,0.187,0.13,-0.899755982803224,-7.065388507290498,0.085,0.0,62058.388240969354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.007,0.007,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.02035398575579186,-0.15982016096523918,-2.760416315820616,1.5359164759875346,0,1.4031397748690322,0,-2.8030898139639575,3.626461530718033,0.0651495874124017,0.2723548228109728,-5.22805519092952,-2.1008683967605886,0.1357527669408138,0.098,0.13,-1.561028039293678,1.2325050388671501,0.092,0.0,57201.864434330135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.007,0.001,0.002366608748497773,1.353604960697062,0.656203460639147,-0.014280268787571283,0,-0.9517456971096439,1,1.1787147075153772,3.870189779876208,0.9018921878750141,4.319593668637504,1.388270723536752,-2.102745077800568,1.3930832923231518,0.188,0.146,0.8097918273664589,-7.065388507290498,0.084,1.0,34341.83495473951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.2034656501921343,0.47254085344333874,-1.2469570718594878,-3.257122012237343,1,1.4499323406222449,0,-8.242164074959073,5.2055905423763225,0.5337848281004945,-0.296042775259169,-3.0152134439179354,1.4665385263738788,0.7902666804818721,0.096,0.146,1.9191488524234055,-7.065388507290498,0.092,0.0,41445.0533038654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.011,0.001,0.001,0.001,0.501,0.164,0.386,0.568,0.161,0.3484205878824721,-3.3226945191768524,-0.7309448849904976,-3.257122012237343,1,-0.25661433436649705,0,2.030675072487537,0.5236567509703729,0.0997401981606143,2.4930796788562875,-1.3815935095268763,-0.4972472316583522,-2.9796564104369945,0.19,0.146,0.13029209697270694,3.4292981521023624,0.074,0.0,57601.58052591784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.003,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.48960644426867345,-0.4230927502807452,0.5587087380473019,-2.0279246711157746,1,-0.3194576498039478,1,4.234754562074574,1.4366320821445706,0.7870239053379362,-0.7950481722071735,1.3759183149321608,6.0155355388528,-0.041566323304312834,0.188,0.146,0.14496917450032587,4.362234600379237,0.088,1.0,27980.54389097087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.015,0.118,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.002366608748497773,1.1006852530856857,0.11493125818958094,0.006000872554184882,1,-0.5868251917528415,0,3.8415539497384077,0.12169510220384705,0.6930636034117967,-0.04319070848976877,0.5943279948739858,1.8783870305796146,1.2037239795180925,0.187,0.205,-0.42624557298219345,0.16952256321739267,0.09,1.0,57377.90228174248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.018,0.015,0.001,0.001,0.001,0.001,0.001,0.008,0.001,0.35898239885274835,-0.9196645304950587,-0.4450183091822124,-0.09548444477862064,1,0.6136748239105746,0,0.6307083501238187,7.0836169523022665,0.5220250315765388,-0.16281728041069177,-1.4191389312861908,-1.907825079419874,0.05947993039576084,0.19,0.146,2.329717580598092,4.758505435070571,0.085,0.0,14524.28221070246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.005,0.004,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.002366608748497773,-0.9995976742583902,1.512194632326083,-3.257122012237343,0,0.44454089144653597,1,5.214482927580421,4.479224607746543,0.9515957853412569,-1.2457590674874872,4.109205757904186,0.9342862815120512,-0.8601879981365853,0.241,0.146,-2.1948657473081274,0.9216327674875442,0.083,1.0,14524.28221070246,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1,0.011,0.002,0.001,0.001,0.501,0.001,0.386,0.568,0.001,0.002366608748497773,-0.03803600965853229,2.123718114410471,-0.16467638643836252,1,-3.168437408866133,0,4.206524468666959,3.381023168640543,0.0010112290325865279,0.9422573438719545,5.267486574858544,3.8798439372645888,-0.40387776533337155,0.241,0.13,-1.6827267296424382,-0.3585088851648237,0.084,1.0,44317.20222536173,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0.009,0.001,0.001,0.001,0.001,0.001,0.386,0.013,0.001,0.002366608748497773,0.3292070904601995,-1.0880569766875943,0.14340513470005875,0,-0.48919241898270593,0,-0.351521444513863,5.3827596670109,0.5810925178995485,0.026095024594045745,-2.0652215127177107,4.7246125120472335,-0.02627411633743876,0.19,0.205,-0.1443286617608046,-7.065388507290498,0.092,0.0,45376.10555314882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.005,0.003,0.001,0.001,0.001,0.001,0.386,0.008,0.161,0.6941387681058425,-0.6946155560807736,0.5716866557157456,-0.45042663227511137,0,-0.9672817142507557,1,-3.306690631709352,3.8081705470666023,0.9464510723779717,-2.3920264437003946,1.1786108264025483,2.6852503420014027,0.015320951255797566,0.188,0.115,0.906801029755135,-7.065388507290498,0.092,1.0,53889.228003030425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.001,0.006,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.42200537911373026,0.8384483878203891,0.5445669500931893,-0.8498740673620304,0,-1.8581572036012897,1,4.697247634948367,4.202892619763492,0.7105128233335547,-1.2562478371646981,1.161883476541389,-5.929761172645048,0.6861020514384304,0.188,0.13,0.7668533812999103,-7.065388507290498,0.083,1.0,45944.69907883819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.001,0.001,0.001,0.001,0.501,0.001,0.386,0.568,0.001,0.6615279431593295,-0.528834037382867,-1.041849105036455,0.8738095693972976,0,0.2094597258987674,0,0.1594956768338569,2.053095990579719,0.37806002717201515,-2.4419390104275362,-2.321424547727068,0.1655965464552851,-0.7677612622756869,0.19,0.146,1.0576760656314912,-7.065388507290498,0.07,0.0,42929.00966205226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.004,0.004,0.001,0.001,0.001,0.001,0.001,0.009,0.001,0.002366608748497773,1.0524034311958967,-1.460128564790036,0.13675167773466745,1,-3.168437408866133,0,-2.4737991334735643,0.7931461505488508,0.027469976955990755,0.1945869563134892,-2.5696236909455057,-1.8437394252304298,1.2843370947232264,0.096,0.146,-1.1339476976604566,-7.065388507290498,0.088,0.0,61216.12545406748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.001,0.015,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.6295509633130014,-3.3226945191768524,-0.5389624776428736,-3.257122012237343,0,0.696815233030922,0,-3.889655541880234,5.656209860028609,0.5923783095961999,-6.2473078803754785,-0.6928203514668745,-4.414583802592928,-0.472073341873763,0.187,0.115,-0.8093376111763627,-1.5636787392407974,0.083,0.0,48698.20311788337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.003,0.118,0.001,0.201,0.501,0.001,0.001,0.568,0.001,0.002366608748497773,1.8280632723864143,-1.2472171113368977,-0.6621563517184147,1,-0.4511095336469193,0,-1.4458604532441537,2.354526051603167,0.4998137030251975,1.7499646984626187,-3.0081229416101323,-4.4887890126551895,0.8697003819119967,0.096,0.205,1.8932669458344986,-1.5706845906533324,0.074,0.0,55118.129104247564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.5416659885779982,-3.3226945191768524,-0.5200528759294801,1.1877809043840264,1,1.314017904283239,0,-0.21608926710672427,3.3671937410622905,0.5309401614297666,0.031211153048819718,-1.0598055849269172,-1.2257306816727644,1.04323632563438,0.187,0.13,0.5697455537949618,-0.625565354402231,0.083,0.0,60280.620654869934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.002,0.004,0.001,0.001,0.501,0.001,0.386,0.006,0.001,0.828097874481686,-1.9606282480823158,1.180678340493937,-0.25216859206310416,0,-0.43723044155193574,1,2.925012575693721,2.516876660610931,0.5182707994114528,1.021866052112084,3.11600406435852,0.6355318185126122,-2.9796564104369945,0.241,0.13,-1.2362469774398837,-7.065388507290498,0.07,1.0,57233.87734362935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0.002,0.001,0.001,0.001,0.501,0.164,0.386,0.568,0.161,0.002366608748497773,-1.7097713968379498,-1.8636074668229266,-0.6853346688088597,0,-0.3548049360144648,0,0.4201444842642883,1.9490529090203952,0.044439313667013314,-1.5137093013791136,-3.3689716389187483,-3.7417124554808145,-2.9796564104369945,0.098,0.146,-1.3529848014549868,2.6879962966067303,0.083,0.0,60878.68338258065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.006,0.001,0.001,0.001,0.001,0.001,0.002,0.568,0.001,0.002366608748497773,0.5819278032245866,-2.1494709706326964,0.6608833583315666,0,0.7637336096484453,0,-3.920544950687376,2.750756988732314,0.11148585425469626,-1.4527699211339866,-4.011917210243119,-10.27692159267777,0.9107347464811576,0.098,0.146,-1.248891718662567,-7.065388507290498,0.088,0.0,51927.459402281755,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
